event_id,book,market,outcome_name,outcome_price,ts
1024387424,betrivers,h2h,,,2025-08-29 23:55:56.68011+00
1023364183,betrivers,h2h,,,2025-08-29 23:55:56.683626+00
1023418354,betrivers,h2h,,,2025-08-29 23:55:56.686766+00
1024805317,betrivers,h2h,,,2025-08-29 23:55:56.694717+00
1024803221,betrivers,h2h,,,2025-08-29 23:55:56.699124+00
1024806304,betrivers,h2h,,,2025-08-29 23:55:56.701572+00
1024807560,betrivers,h2h,,,2025-08-29 23:55:56.704215+00
1024814618,betrivers,h2h,,,2025-08-29 23:55:56.706739+00
1024803188,betrivers,h2h,,,2025-08-29 23:55:56.709415+00
1022307564,betrivers,h2h,,,2025-08-29 23:55:56.712051+00
1024387796,betrivers,h2h,,,2025-08-29 23:55:56.715453+00
1022037257,betrivers,h2h,,,2025-08-29 23:55:56.718054+00
1022037245,betrivers,h2h,,,2025-08-29 23:55:56.720914+00
1022037256,betrivers,h2h,,,2025-08-29 23:55:56.723691+00
1022037241,betrivers,h2h,,,2025-08-29 23:55:56.726704+00
1022037244,betrivers,h2h,,,2025-08-29 23:55:56.729467+00
1022037238,betrivers,h2h,,,2025-08-29 23:55:56.731823+00
1022037250,betrivers,h2h,,,2025-08-29 23:55:56.736524+00
1024106982,betrivers,h2h,,,2025-08-29 23:55:56.739179+00
1022636365,betrivers,h2h,,,2025-08-29 23:55:56.741816+00
1022706904,betrivers,h2h,,,2025-08-29 23:55:56.744572+00
1024387439,betrivers,h2h,,,2025-08-29 23:55:56.74757+00
1024777705,betrivers,h2h,,,2025-08-29 23:56:01.631748+00
1024110487,betrivers,h2h,,,2025-08-29 23:56:01.635025+00
1024714782,betrivers,h2h,,,2025-08-29 23:56:01.638118+00
1022635843,betrivers,h2h,,,2025-08-29 23:56:01.641212+00
1022706890,betrivers,h2h,,,2025-08-29 23:56:01.646385+00
1024794512,betrivers,h2h,,,2025-08-29 23:56:01.649501+00
1024794857,betrivers,h2h,,,2025-08-29 23:56:01.652184+00
1024794008,betrivers,h2h,,,2025-08-29 23:56:01.654909+00
1024796224,betrivers,h2h,,,2025-08-29 23:56:01.658378+00
1024802819,betrivers,h2h,,,2025-08-29 23:56:01.66215+00
1024790664,betrivers,h2h,,,2025-08-29 23:56:01.665048+00
1024387424,betrivers,h2h,,,2025-08-29 23:56:01.667634+00
1023364183,betrivers,h2h,,,2025-08-29 23:56:01.670454+00
1023418354,betrivers,h2h,,,2025-08-29 23:56:01.673452+00
1024805317,betrivers,h2h,,,2025-08-29 23:56:01.682158+00
1024803221,betrivers,h2h,,,2025-08-29 23:56:01.686975+00
1024806304,betrivers,h2h,,,2025-08-29 23:56:01.690277+00
1024807560,betrivers,h2h,,,2025-08-29 23:56:01.6936+00
1024814618,betrivers,h2h,,,2025-08-29 23:56:01.697495+00
1024803188,betrivers,h2h,,,2025-08-29 23:56:01.700511+00
1022307564,betrivers,h2h,,,2025-08-29 23:56:01.703129+00
1024387796,betrivers,h2h,,,2025-08-29 23:56:01.70573+00
1022037257,betrivers,h2h,,,2025-08-29 23:56:01.70919+00
1022037245,betrivers,h2h,,,2025-08-29 23:56:01.712046+00
1022037256,betrivers,h2h,,,2025-08-29 23:56:01.714797+00
1022037241,betrivers,h2h,,,2025-08-29 23:56:01.717487+00
1022037244,betrivers,h2h,,,2025-08-29 23:56:01.720156+00
1022037238,betrivers,h2h,,,2025-08-29 23:56:01.72287+00
1022037250,betrivers,h2h,,,2025-08-29 23:56:01.727432+00
1024106982,betrivers,h2h,,,2025-08-29 23:56:01.730053+00
1022636365,betrivers,h2h,,,2025-08-29 23:56:01.732608+00
1022706904,betrivers,h2h,,,2025-08-29 23:56:01.735218+00
1024036675,betrivers,h2h,,,2025-08-29 23:56:01.737946+00
1024387439,betrivers,h2h,,,2025-08-29 23:56:01.741184+00
1024777705,betrivers,h2h,,,2025-08-29 23:56:08.344431+00
1024110487,betrivers,h2h,,,2025-08-29 23:56:08.349531+00
1024714782,betrivers,h2h,,,2025-08-29 23:56:08.352854+00
1022635843,betrivers,h2h,,,2025-08-29 23:56:08.356129+00
1022706890,betrivers,h2h,,,2025-08-29 23:56:08.361131+00
1024794512,betrivers,h2h,,,2025-08-29 23:56:08.364287+00
1024794857,betrivers,h2h,,,2025-08-29 23:56:08.36733+00
1024794008,betrivers,h2h,,,2025-08-29 23:56:08.370002+00
1024796224,betrivers,h2h,,,2025-08-29 23:56:08.372676+00
1024802819,betrivers,h2h,,,2025-08-29 23:56:08.375504+00
1024790664,betrivers,h2h,,,2025-08-29 23:56:08.378253+00
1024387424,betrivers,h2h,,,2025-08-29 23:56:08.381233+00
1023364183,betrivers,h2h,,,2025-08-29 23:56:08.383901+00
1023418354,betrivers,h2h,,,2025-08-29 23:56:08.38642+00
1024805317,betrivers,h2h,,,2025-08-29 23:56:08.393791+00
1024803221,betrivers,h2h,,,2025-08-29 23:56:08.397951+00
1024806304,betrivers,h2h,,,2025-08-29 23:56:08.400434+00
1024807560,betrivers,h2h,,,2025-08-29 23:56:08.402807+00
1024814618,betrivers,h2h,,,2025-08-29 23:56:08.405249+00
1024803188,betrivers,h2h,,,2025-08-29 23:56:08.407797+00
1022307564,betrivers,h2h,,,2025-08-29 23:56:08.410542+00
1024387796,betrivers,h2h,,,2025-08-29 23:56:08.413065+00
1022037257,betrivers,h2h,,,2025-08-29 23:56:08.416038+00
1022037245,betrivers,h2h,,,2025-08-29 23:56:08.418289+00
1022037256,betrivers,h2h,,,2025-08-29 23:56:08.421056+00
1022037241,betrivers,h2h,,,2025-08-29 23:56:08.423497+00
1022037244,betrivers,h2h,,,2025-08-29 23:56:08.425899+00
1022037238,betrivers,h2h,,,2025-08-29 23:56:08.428418+00
1022037250,betrivers,h2h,,,2025-08-29 23:56:08.432005+00
1024106982,betrivers,h2h,,,2025-08-29 23:56:08.434592+00
1022636365,betrivers,h2h,,,2025-08-29 23:56:08.4375+00
1022706904,betrivers,h2h,,,2025-08-29 23:56:08.439996+00
1024036675,betrivers,h2h,,,2025-08-29 23:56:08.442318+00
