event_id,market,selection,price,line,ts
1022706890,h2h,home,1.75,,2025-08-29 23:56:01+00
1022636365,h2h,home,2.65,,2025-08-29 23:56:01+00
1024387424,h2h,home,1.01,,2025-08-29 23:55:56+00
1024805317,h2h,home,1.64,,2025-08-29 23:55:56+00
1024106982,h2h,home,1.72,,2025-08-29 23:55:56+00
1022037245,h2h,home,2.3,,2025-08-29 23:55:56+00
1022037238,h2h,home,9,,2025-08-29 23:55:56+00
1024790664,h2h,home,3.35,,2025-08-29 23:55:53+00
1024387796,h2h,home,1.56,,2025-08-29 23:55:53+00
1024806304,h2h,home,1.45,,2025-08-29 23:55:53+00
1022706904,h2h,home,2.06,,2025-08-29 23:55:53+00
1022037241,h2h,home,1.61,,2025-08-29 23:55:53+00
1024794512,h2h,home,1.15,,2025-08-29 23:55:53+00
1024794008,h2h,home,1.2,,2025-08-29 23:55:53+00
1024802819,h2h,home,2.4,,2025-08-29 23:55:53+00
1024777705,h2h,home,4.1,,2025-08-29 23:55:53+00
1022037241,h2h,home,1.61,,2025-08-29 23:55:53+00
1022037238,h2h,home,9,,2025-08-29 23:55:53+00
1024796224,h2h,home,1.04,,2025-08-29 23:55:53+00
1024387424,h2h,home,1.01,,2025-08-29 23:55:53+00
1022706904,h2h,home,2.06,,2025-08-29 23:55:53+00
1024777705,h2h,home,4.1,,2025-08-29 23:55:45+00
1022037244,h2h,home,1.58,,2025-08-29 23:55:45+00
1024794008,h2h,home,1.32,,2025-08-29 23:55:45+00
1024790664,h2h,home,3.35,,2025-08-29 23:55:45+00
1022307564,h2h,home,1.08,,2025-08-29 23:55:45+00
1024714782,h2h,home,1.18,,2025-08-29 23:55:45+00
1022037250,h2h,home,2.85,,2025-08-29 23:55:45+00
1024802819,h2h,home,2.4,,2025-08-29 23:55:45+00
1024777705,h2h,home,4.1,,2025-08-29 23:55:45+00
1023418354,h2h,home,1.21,,2025-08-29 23:55:45+00
1022037245,h2h,home,2.3,,2025-08-29 23:55:45+00
1024794857,h2h,home,4.4,,2025-08-29 23:55:45+00
1024794008,h2h,home,1.32,,2025-08-29 23:55:45+00
1022706904,h2h,home,2.06,,2025-08-29 23:55:45+00
1022307564,h2h,home,1.08,,2025-08-29 23:55:45+00
1024807560,h2h,home,8,,2025-08-29 23:55:45+00
1024803221,h2h,home,1.08,,2025-08-29 23:55:45+00
1024803188,h2h,home,1.4,,2025-08-29 23:55:45+00
1024794512,h2h,home,1.15,,2025-08-29 23:55:45+00
1024714782,h2h,home,1.18,,2025-08-29 23:55:45+00
1024387439,h2h,home,1.01,,2025-08-29 23:55:45+00
1022037256,h2h,home,1.68,,2025-08-29 23:55:45+00
1024106982,h2h,home,1.72,,2025-08-29 23:55:37+00
1022037257,h2h,home,2.95,,2025-08-29 23:55:37+00
1023364183,h2h,home,2.04,,2025-08-29 23:55:37+00
1022037257,h2h,home,2.95,,2025-08-29 23:55:37+00
1022037244,h2h,home,1.58,,2025-08-29 23:55:37+00
1024806304,h2h,home,1.45,,2025-08-29 23:55:37+00
1022037250,h2h,home,2.85,,2025-08-29 23:55:37+00
1022037244,h2h,home,1.58,,2025-08-29 23:55:37+00
1024806304,h2h,home,1.45,,2025-08-29 23:55:37+00
1024387439,h2h,home,1.01,,2025-08-29 23:55:37+00
1024106982,h2h,home,1.72,,2025-08-29 23:55:37+00
1024796224,h2h,home,1.04,,2025-08-29 23:55:36+00
1024714782,h2h,home,1.18,,2025-08-29 23:55:36+00
1022706890,h2h,home,1.75,,2025-08-29 23:55:36+00
1022635843,h2h,home,8,,2025-08-29 23:55:36+00
1022037257,h2h,home,2.95,,2025-08-29 23:55:33+00
1022037245,h2h,home,2.17,,2025-08-29 23:55:33+00
1024790664,h2h,home,3.3,,2025-08-29 23:55:33+00
1024803221,h2h,home,1.08,,2025-08-29 23:55:33+00
1023418354,h2h,home,1.21,,2025-08-29 23:55:33+00
1023364183,h2h,home,2.04,,2025-08-29 23:55:33+00
1024807560,h2h,home,8,,2025-08-29 23:55:33+00
1024805317,h2h,home,1.64,,2025-08-29 23:55:33+00
1024796224,h2h,home,1.02,,2025-08-29 23:55:33+00
1024794512,h2h,home,1.15,,2025-08-29 23:55:33+00
1024805317,h2h,home,1.64,,2025-08-29 23:55:28+00
1022037256,h2h,home,1.68,,2025-08-29 23:55:28+00
1024790664,h2h,home,3.3,,2025-08-29 23:55:28+00
1024387424,h2h,home,1.03,,2025-08-29 23:55:28+00
1024794008,h2h,home,1.32,,2025-08-29 23:55:28+00
1024387796,h2h,home,1.56,,2025-08-29 23:55:28+00
1024814618,h2h,home,1.91,,2025-08-29 23:55:28+00
1024777705,h2h,home,4.1,,2025-08-29 23:55:28+00
1024387424,h2h,home,1.03,,2025-08-29 23:55:28+00
1022037257,h2h,home,2.95,,2025-08-29 23:55:28+00
1022037256,h2h,home,1.68,,2025-08-29 23:55:28+00
1022037250,h2h,home,2.85,,2025-08-29 23:55:21+00
1022706890,h2h,home,1.75,,2025-08-29 23:55:21+00
1024802819,h2h,home,2.4,,2025-08-29 23:55:21+00
1024794857,h2h,home,4.1,,2025-08-29 23:55:21+00
1024110487,h2h,home,61,,2025-08-29 23:55:21+00
1024803221,h2h,home,1.08,,2025-08-29 23:55:21+00
1024802819,h2h,home,2.4,,2025-08-29 23:55:21+00
1024790664,h2h,home,3.3,,2025-08-29 23:55:21+00
1024110487,h2h,home,61,,2025-08-29 23:55:21+00
1022307564,h2h,home,1.06,,2025-08-29 23:55:21+00
1022037245,h2h,home,2.17,,2025-08-29 23:55:21+00
1022037241,h2h,home,1.65,,2025-08-29 23:55:21+00
1024803188,h2h,home,1.44,,2025-08-29 23:55:21+00
1024794008,h2h,home,1.32,,2025-08-29 23:55:21+00
1022037244,h2h,home,1.58,,2025-08-29 23:55:21+00
1022037250,h2h,home,2.85,,2025-08-29 23:55:21+00
1022706890,h2h,home,1.75,,2025-08-29 23:55:21+00
1024387796,h2h,home,1.4,,2025-08-29 23:55:21+00
1024714782,h2h,home,1.18,,2025-08-29 23:55:21+00
1024387796,h2h,home,1.4,,2025-08-29 23:55:20+00
1022635843,h2h,home,8,,2025-08-29 23:55:20+00
1022037245,h2h,home,2.17,,2025-08-29 23:55:20+00
1022307564,h2h,home,1.06,,2025-08-29 23:55:20+00
1022037257,h2h,home,2.95,,2025-08-29 23:55:20+00
1022037241,h2h,home,1.65,,2025-08-29 23:55:20+00
1024803188,h2h,home,1.44,,2025-08-29 23:55:20+00
1024794857,h2h,home,4.1,,2025-08-29 23:55:20+00
1023418354,h2h,home,1.21,,2025-08-29 23:55:20+00
1023364183,h2h,home,2.04,,2025-08-29 23:55:20+00
1024814618,h2h,home,1.91,,2025-08-29 23:55:20+00
1024806304,h2h,home,1.4,,2025-08-29 23:55:20+00
1024802819,h2h,home,2.4,,2025-08-29 23:55:20+00
1024796224,h2h,home,1.02,,2025-08-29 23:55:20+00
1024794512,h2h,home,1.15,,2025-08-29 23:55:20+00
1023418354,h2h,home,1.21,,2025-08-29 23:55:20+00
1024790664,h2h,home,3.3,,2025-08-29 23:55:20+00
1023364183,h2h,home,2.04,,2025-08-29 23:55:11+00
1022037238,h2h,home,9,,2025-08-29 23:55:11+00
1024806304,h2h,home,1.4,,2025-08-29 23:55:11+00
1024803188,h2h,home,1.44,,2025-08-29 23:55:11+00
1024790664,h2h,home,3.95,,2025-08-29 23:55:11+00
1024794008,h2h,home,1.28,,2025-08-29 23:55:11+00
1022037244,h2h,home,1.64,,2025-08-29 23:55:11+00
1022037238,h2h,home,9,,2025-08-29 23:55:11+00
1024807560,h2h,home,9.5,,2025-08-29 23:55:11+00
1024803221,h2h,home,1.08,,2025-08-29 23:55:11+00
1022307564,h2h,home,1.06,,2025-08-29 23:55:11+00
1023364183,h2h,home,2.04,,2025-08-29 23:55:11+00
1024110487,h2h,home,67,,2025-08-29 23:55:11+00
1024387424,h2h,home,1.01,,2025-08-29 23:55:11+00
1024110487,h2h,home,67,,2025-08-29 23:55:10+00
1022635843,h2h,home,8,,2025-08-29 23:55:10+00
1024714782,h2h,home,1.18,,2025-08-29 23:55:10+00
1022307564,h2h,home,1.06,,2025-08-29 23:55:10+00
1022037256,h2h,home,1.68,,2025-08-29 23:55:10+00
1024803188,h2h,home,1.44,,2025-08-29 23:55:10+00
